CENSUS TRACT,COUNTY,COMMUNITY IMPACT SCORE,,
"Census Tract 325.01, Mercer County, Pennsylvania",Mercer,2.5,,
"Census Tract 326.02, Mercer County, Pennsylvania",Mercer,2.5,,
"Census Tract 327.01, Mercer County, Pennsylvania",Mercer,2,,
"Census Tract 327.02, Mercer County, Pennsylvania",Mercer,3,,
"Census Tract 328, Mercer County, Pennsylvania",Mercer,2,,
"Census Tract 330, Mercer County, Pennsylvania",Mercer,2.5,,
"Census Tract 331, Mercer County, Pennsylvania",Mercer,1.5,,
"Census Tract 333, Mercer County, Pennsylvania",Mercer,4,,
"Census Tract 334, Mercer County, Pennsylvania",Mercer,4,,
"Census Tract 301, Mercer County, Pennsylvania",Mercer,4.5,,
"Census Tract 305, Mercer County, Pennsylvania",Mercer,3,,
"Census Tract 313, Mercer County, Pennsylvania",Mercer,2,,
"Census Tract 314, Mercer County, Pennsylvania",Mercer,2,,
"Census Tract 320, Mercer County, Pennsylvania",Mercer,2,,
"Census Tract 323, Mercer County, Pennsylvania",Mercer,1.5,,
"Census Tract 325.02, Mercer County, Pennsylvania",Mercer,2,,
"Census Tract 326.01, Mercer County, Pennsylvania",Mercer,1.5,,
"Census Tract 329, Mercer County, Pennsylvania",Mercer,3.5,,
"Census Tract 332, Mercer County, Pennsylvania",Mercer,5,,
"Census Tract 9601, Mifflin County, Pennsylvania",Mifflin,2,,
"Census Tract 9602, Mifflin County, Pennsylvania",Mifflin,2,,
"Census Tract 9603, Mifflin County, Pennsylvania",Mifflin,2.5,,
"Census Tract 9604, Mifflin County, Pennsylvania",Mifflin,2,,
"Census Tract 9605, Mifflin County, Pennsylvania",Mifflin,2,,
"Census Tract 9606, Mifflin County, Pennsylvania",Mifflin,2.5,,
"Census Tract 9607, Mifflin County, Pennsylvania",Mifflin,4,,
"Census Tract 9608, Mifflin County, Pennsylvania",Mifflin,4,,
"Census Tract 9609, Mifflin County, Pennsylvania",Mifflin,4,,
"Census Tract 9610, Mifflin County, Pennsylvania",Mifflin,2,,
"Census Tract 9611, Mifflin County, Pennsylvania",Mifflin,2,,
"Census Tract 9612, Mifflin County, Pennsylvania",Mifflin,1.5,,
"Census Tract 3001.01, Monroe County, Pennsylvania",Monroe,1.5,,
"Census Tract 3001.02, Monroe County, Pennsylvania",Monroe,2,,
"Census Tract 3002.01, Monroe County, Pennsylvania",Monroe,4,,
"Census Tract 3002.02, Monroe County, Pennsylvania",Monroe,4,,
"Census Tract 3003.01, Monroe County, Pennsylvania",Monroe,2,,
"Census Tract 3003.04, Monroe County, Pennsylvania",Monroe,1.5,,
"Census Tract 3003.05, Monroe County, Pennsylvania",Monroe,2,,
"Census Tract 3003.07, Monroe County, Pennsylvania",Monroe,2,,
"Census Tract 3003.08, Monroe County, Pennsylvania",Monroe,2,,
"Census Tract 3003.09, Monroe County, Pennsylvania",Monroe,2,,
"Census Tract 3003.11, Monroe County, Pennsylvania",Monroe,3,,
"Census Tract 3003.12, Monroe County, Pennsylvania",Monroe,1.5,,
"Census Tract 3004.01, Monroe County, Pennsylvania",Monroe,2.5,,
"Census Tract 3004.02, Monroe County, Pennsylvania",Monroe,2.5,,
"Census Tract 3004.03, Monroe County, Pennsylvania",Monroe,2,,
"Census Tract 3005.01, Monroe County, Pennsylvania",Monroe,4,,
"Census Tract 3005.02, Monroe County, Pennsylvania",Monroe,3.5,,
"Census Tract 3006, Monroe County, Pennsylvania",Monroe,4,,
"Census Tract 3007, Monroe County, Pennsylvania",Monroe,5,,
"Census Tract 3008, Monroe County, Pennsylvania",Monroe,5,,
"Census Tract 3009, Monroe County, Pennsylvania",Monroe,2.5,,
"Census Tract 3010.01, Monroe County, Pennsylvania",Monroe,2,,
"Census Tract 3010.02, Monroe County, Pennsylvania",Monroe,2,,
"Census Tract 3011.01, Monroe County, Pennsylvania",Monroe,1,,
"Census Tract 3011.02, Monroe County, Pennsylvania",Monroe,2,,
"Census Tract 3012.02, Monroe County, Pennsylvania",Monroe,2.5,,
"Census Tract 3012.03, Monroe County, Pennsylvania",Monroe,1.5,,
"Census Tract 3012.04, Monroe County, Pennsylvania",Monroe,1,,
"Census Tract 3012.05, Monroe County, Pennsylvania",Monroe,1,,
"Census Tract 3013.01, Monroe County, Pennsylvania",Monroe,3,,
"Census Tract 3013.02, Monroe County, Pennsylvania",Monroe,1.5,,
"Census Tract 3014.01, Monroe County, Pennsylvania",Monroe,2.5,,
"Census Tract 3014.02, Monroe County, Pennsylvania",Monroe,1.5,,
"Census Tract 2001.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2001.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2001.05, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2001.06, Montgomery County, Pennsylvania",Montgomery,4.5,,
"Census Tract 2002, Montgomery County, Pennsylvania",Montgomery,3.5,,
"Census Tract 2003.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2003.05, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2003.06, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2003.07, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2003.08, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2003.09, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2003.10, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2004.01, Montgomery County, Pennsylvania",Montgomery,3,,
"Census Tract 2004.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2005.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2005.02, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2005.05, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2005.06, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2005.07, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2006.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2006.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2006.05, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2006.06, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2006.07, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2007.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2007.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2007.07, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2007.08, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2008, Montgomery County, Pennsylvania",Montgomery,2.5,,
"Census Tract 2009.01, Montgomery County, Pennsylvania",Montgomery,2.5,,
"Census Tract 2009.02, Montgomery County, Pennsylvania",Montgomery,4,,
"Census Tract 2009.03, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2009.06, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2009.07, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2009.08, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2010.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2010.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2010.05, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2010.06, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2011, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2012.01, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2012.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2012.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2013.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2013.02, Montgomery County, Pennsylvania",Montgomery,3,,
"Census Tract 2014.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2014.06, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2014.07, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2014.08, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2014.09, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2014.10, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2014.11, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2015.01, Montgomery County, Pennsylvania",Montgomery,3.5,,
"Census Tract 2015.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2016.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2016.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2016.05, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2016.06, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2016.07, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2016.08, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2017.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2017.04, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2017.05, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2017.06, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2018, Montgomery County, Pennsylvania",Montgomery,3,,
"Census Tract 2019.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2019.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2020, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2021, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2022.01, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2022.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2023.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2023.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2024.01, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2024.02, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2025, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2026.02, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2026.03, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2026.04, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2030, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2031.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2031.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2031.05, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2031.06, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2032.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2032.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2032.05, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2032.07, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2032.08, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2033.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2033.03, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2033.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2034.01, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2034.02, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2034.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2035, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2036.01, Montgomery County, Pennsylvania",Montgomery,4.5,,
"Census Tract 2036.02, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2037, Montgomery County, Pennsylvania",Montgomery,3,,
"Census Tract 2038.01, Montgomery County, Pennsylvania",Montgomery,3,,
"Census Tract 2038.03, Montgomery County, Pennsylvania",Montgomery,4.5,,
"Census Tract 2038.04, Montgomery County, Pennsylvania",Montgomery,4,,
"Census Tract 2039.01, Montgomery County, Pennsylvania",Montgomery,4.5,,
"Census Tract 2039.02, Montgomery County, Pennsylvania",Montgomery,4.5,,
"Census Tract 2040.02, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2040.07, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2040.08, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2040.09, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2040.10, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2041.01, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2041.02, Montgomery County, Pennsylvania",Montgomery,2.5,,
"Census Tract 2042, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2043, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2044, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2045, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2046, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2047.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2047.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2048, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2049, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2050, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2051, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2052, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2053, Montgomery County, Pennsylvania",Montgomery,4,,
"Census Tract 2054, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2055.01, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2055.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2055.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2056, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2057, Montgomery County, Pennsylvania",Montgomery,4,,
"Census Tract 2058.01, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2058.05, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2058.06, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2058.07, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2058.08, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2058.09, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2059.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2059.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2059.05, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2059.06, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2060.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2060.05, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2060.06, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2060.07, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2061.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2061.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2061.05, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2061.06, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2062.01, Montgomery County, Pennsylvania",Montgomery,3.5,,
"Census Tract 2062.02, Montgomery County, Pennsylvania",Montgomery,2.5,,
"Census Tract 2063, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2064, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2065.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2065.02, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2066, Montgomery County, Pennsylvania",Montgomery,2.5,,
"Census Tract 2067.02, Montgomery County, Pennsylvania",Montgomery,5,,
"Census Tract 2067.03, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2067.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2068.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2068.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2069.01, Montgomery County, Pennsylvania",Montgomery,3.5,,
"Census Tract 2069.04, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2069.05, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2069.06, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2070.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2070.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2070.04, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2071.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2071.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2071.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2072.01, Montgomery County, Pennsylvania",Montgomery,2.5,,
"Census Tract 2072.02, Montgomery County, Pennsylvania",Montgomery,3.5,,
"Census Tract 2073, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2074, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2075, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2076, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2078, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2079, Montgomery County, Pennsylvania",Montgomery,3,,
"Census Tract 2080, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2081, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2082.01, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2082.03, Montgomery County, Pennsylvania",Montgomery,3,,
"Census Tract 2082.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2083.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2083.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2084, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2085, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2086.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2086.03, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2086.04, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2087.02, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2087.03, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2087.04, Montgomery County, Pennsylvania",Montgomery,2.5,,
"Census Tract 2088.01, Montgomery County, Pennsylvania",Montgomery,5,,
"Census Tract 2088.02, Montgomery County, Pennsylvania",Montgomery,3,,
"Census Tract 2089.01, Montgomery County, Pennsylvania",Montgomery,3,,
"Census Tract 2089.03, Montgomery County, Pennsylvania",Montgomery,3,,
"Census Tract 2089.04, Montgomery County, Pennsylvania",Montgomery,5,,
"Census Tract 2089.05, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2089.06, Montgomery County, Pennsylvania",Montgomery,4,,
"Census Tract 2090, Montgomery County, Pennsylvania",Montgomery,5,,
"Census Tract 2091, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2092.01, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2092.02, Montgomery County, Pennsylvania",Montgomery,4,,
"Census Tract 2101, Montgomery County, Pennsylvania",Montgomery,1.5,,
"Census Tract 2102, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2103, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2104, Montgomery County, Pennsylvania",Montgomery,2,,
"Census Tract 2105, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2106, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 2107, Montgomery County, Pennsylvania",Montgomery,1,,
"Census Tract 501, Montour County, Pennsylvania",Montour,1.5,,
"Census Tract 502, Montour County, Pennsylvania",Montour,2.5,,
"Census Tract 503, Montour County, Pennsylvania",Montour,4,,
"Census Tract 504, Montour County, Pennsylvania",Montour,1,,
"Census Tract 101, Northampton County, Pennsylvania",Northampton,1,,
"Census Tract 102, Northampton County, Pennsylvania",Northampton,1,,
"Census Tract 103, Northampton County, Pennsylvania",Northampton,1,,
"Census Tract 104, Northampton County, Pennsylvania",Northampton,1,,
"Census Tract 105, Northampton County, Pennsylvania",Northampton,5,,
"Census Tract 106, Northampton County, Pennsylvania",Northampton,3,,
"Census Tract 107, Northampton County, Pennsylvania",Northampton,2,,
"Census Tract 108, Northampton County, Pennsylvania",Northampton,5,,
"Census Tract 109, Northampton County, Pennsylvania",Northampton,3.5,,
"Census Tract 110, Northampton County, Pennsylvania",Northampton,5,,
"Census Tract 111, Northampton County, Pennsylvania",Northampton,5,,
"Census Tract 112, Northampton County, Pennsylvania",Northampton,5,,
"Census Tract 113, Northampton County, Pennsylvania",Northampton,5,,
"Census Tract 141, Northampton County, Pennsylvania",Northampton,1.5,,
